"CRAWFORD GEN.","USER-2282","8541618045"
"ST. LAWRENCE COL. C","USER-2283","8757279761"
"ARMAGEDDON","USER-2284","5740923966"
"CLINTON CHELSEA","USER-2285","7455194505"
"ROGERS W.T.","USER-2286","2384546205"
"MAESTRO","USER-2287","6818454642"
"FLINN LANCELOT LANC","USER-2288","3454540367"
"TRAUMA","USER-2289","3741959268"
"SPAR DR. KATHERINE ","USER-2290","8462294413"
"DEANGELO DEVLIN","USER-2291","8950952678"
"RANSOME DR. SUSAN","USER-2292","7428866644"
"VOLCANAMARSHA ROSEN","USER-2293","6405405672"
"ARMS MERCHANTANDREA","USER-2294","7543870415"
"FLYING TIGER","USER-2295","7260786641"
"INDIUM","USER-2296","8758560851"
"CADMIUM","USER-2297","4377891842"
"IRON","USER-2298","9859456546"
"DISPROSIUM","USER-2299","9789382347"
"ARSENIC","USER-2300","0143029995"
"COBALT","USER-2301","2210528503"
"ERBIUM","USER-2302","6026760439"
"BARIUM","USER-2303","2121577490"
"THALLIUM","USER-2304","9548185275"
"SODIUM","USER-2305","0048238929"
"HAFNIUM","USER-2306","3987395465"
"CARBON","USER-2307","9338656927"
"PHOSPHORUS","USER-2308","3573192379"
"ZIRCONIUM","USER-2309","0598341695"
"SCANDIUM","USER-2310","5279666593"
"CHLORINE","USER-2311","6614393655"
"COPPER","USER-2312","5070112236"
"EUROPIUM","USER-2313","5074249534"
"CHROMIUM","USER-2314","6545107943"
"NICKEL","USER-2315","9029431822"
"TUNGSTEN","USER-2316","9105691013"
"HELIUM","USER-2317","3327841189"
"BROMINE","USER-2318","1462275881"
"BERYLLIUM","USER-2319","3712130813"
"VANADIUM","USER-2320","7016471258"
"MAGNESIUM","USER-2321","2512003710"
"MERCURY II","USER-2322","1123014541"
"KHANDRUVITCH DR. VA","USER-2323","1608763577"
"GROWING MAN","USER-2324","1211732785"
"HAMILTON JEROME","USER-2325","9907629764"
"ZOTA CARLO","USER-2326","1753584000"
"DAMIAN DR. DANIEL","USER-2327","7480710308"
"GROSS CLIFFORD","USER-2328","1088068695"
"SANTINI DR. JOSE","USER-2329","7116700787"
"TIWAZ","USER-2330","0740255223"
"HILDY [ASGARDIAN]","USER-2331","8237240811"
"EILIF DRAGONSLAYER","USER-2332","9741030151"
"MEGATAK","USER-2333","5190800794"
"SPRITE","USER-2334","7572768871"
"RAVONNA LEXUS RENSLA","USER-2335","1473839380"
"HANGMAN","USER-2336","2901139130"
"MAGNUS","USER-2337","5108407023"
"WHIPLASH II","USER-2338","7407180841"
"BLOODLUST","USER-2339","4007016022"
"CRITICAL MASS","USER-2340","8570970918"
"ELITE","USER-2341","5881827497"
"BUMPO MR.","USER-2342","6332713071"
"MR. PAYBACK","USER-2343","9737592404"
"HOLYFATHER HECTOR R","USER-2344","2177685871"
"DEZOAN JOHN","USER-2345","8369614905"
"FINPETER NOBLE","USER-2346","1467354748"
"BULL","USER-2347","1823073726"
"ETUBAN","USER-2348","9590375346"
"MOON KNIGHT DOPPELGA","USER-2349","0123727941"
"GREEN LILA","USER-2350","6258786428"
"WILDPRIDEKYLLIAN","USER-2351","1586146199"
"TERMINUS","USER-2352","4837081585"
"DEADEYE","USER-2353","3705441308"
"IMPACT","USER-2354","8457046015"
"SOUNDBYTE","USER-2355","7960463606"
"METALSLASH","USER-2356","9436888006"
"BOUDREAUX BELLA DON","USER-2357","1714175518"
"WANG VICTORIA VICKY","USER-2358","5805330730"
"RHAPSODYRACHEL ARGO","USER-2359","8711450579"
"CYBER","USER-2360","9919088311"
"DAHN FARNOQ","USER-2361","1834220998"
"ANDERSON CHIEF MAGI","USER-2362","3562566646"
"DELGADO","USER-2363","5671746713"
"CHROME","USER-2364","9925895161"
"TSURAYABA MATSUO","USER-2365","8784151840"
"ERIC THE RED [SHIAR","USER-2366","6567065557"
"RICOCHETSEN. STEVEN","USER-2367","1470589665"
"CHALKER PROF. VIC","USER-2368","1596200570"
"RAMROD III","USER-2369","2230932524"
"MEEK","USER-2370","6485573844"
"CORNELIUS DR.","USER-2371","6241389340"
"STRUCKER ANDREA","USER-2372","8326880519"
"OMEGA REDARKADY ROS","USER-2373","2727014731"
"STRUCKER ANDREAS","USER-2374","0206126741"
"BIRDY","USER-2375","8734819117"
"LEGION IIDAVID HALL","USER-2376","6250306440"
"SAJA","USER-2377","3083387845"
"ARABIAN KNIGHTABDUL","USER-2378","7365377262"
"SAVANNAH LOU-ANN","USER-2379","6559051213"
"ZURAS","USER-2380","3106171769"
"CAT MANHORGAN","USER-2381","1036763254"
"BIRD MANHENRY HAWK","USER-2382","8820029360"
"RALEIGH RICHARD","USER-2383","3024751324"
"LINCOLN WILLIAM WIL","USER-2384","4373121592"
"DIAMOND LILLILLIAN ","USER-2385","6535615973"
"COURTNEY DELPHINE","USER-2386","5120815134"
"BATWING","USER-2387","2609449639"
"AVRIL SALLY","USER-2388","1524337668"
"SCORCHER","USER-2389","2659141687"
"PINK PEARL","USER-2390","7633238347"
"GUARDIAN VJAMES MAC","USER-2391","8644774947"
"WEAPON X III","USER-2392","8436926175"
"GHOST GIRL IILILLI","USER-2393","0647915447"
"MANBOTBERNIE LACHEN","USER-2394","4141299879"
"GENTRY","USER-2395","0146781431"
"GUARDIANJAMES MACDO","USER-2396","4854655961"
"RADIUSJARED CORBO","USER-2397","6836353356"
"HUXLEY DR. HORATIO","USER-2398","2746478365"
"FLEXADRIAN CORBO","USER-2399","0482467922"
"MURMUR IIARLETTE TR","USER-2400","4347822008"
"FOX PHIL","USER-2401","1857928943"
"LEVIATHAN","USER-2402","3809198949"
"DIAMONDBACK","USER-2403","9602017268"
"KALE JENNIFER","USER-2404","7944286572"
"DAKIMH THE ENCHANTER","USER-2405","3427873044"
"WALRUS","USER-2406","1484331745"
"GROSS IRA","USER-2407","6911027863"
"PATILIO MARIE","USER-2408","3200058874"
"AUGUST PERSONAGE IN ","USER-2409","0635026034"
"MEACHUM HAROLD","USER-2410","9379945845"
"NINJA","USER-2411","3536636606"
"LEI KUNG THE THUNDE","USER-2412","5653073739"
"CLAYBORNE REGINA","USER-2413","8605495731"
"ATOM-SMASHER","USER-2414","6010812306"
"BELL HERBERT","USER-2415","6148935160"
"WEST DALE","USER-2416","8101591412"
"PROTECTOR III","USER-2417","1094617882"
"CONNORS BILLY","USER-2418","4487471932"
"LIZARD II","USER-2419","2304990420"
"CONNORS MARTHA","USER-2420","1878357901"
"DAKINI","USER-2421","0921886594"
"FISHMAN DR. JONATHA","USER-2422","6687390730"
"ROWEN MIKE","USER-2423","8736202360"
"ROWEN CARL","USER-2424","0831293493"
"FALLON MEG","USER-2425","5717945617"
"MR. SINISTER | AOA","USER-2426","5215076120"
"MASTER MANWILHELM L","USER-2427","2957605826"
"BROWN MINDY MCPHERS","USER-2428","1091326222"
"STACY NANCY","USER-2429","8011297260"
"THRENODY","USER-2430","5129178489"
"DREADNAUGHT","USER-2431","1142894416"
"ALEXANDER CARRIE","USER-2432","5527024398"
"MARRS DESMOND","USER-2433","1577050828"
"RAYMOND ANN","USER-2434","2917963233"
"HEADHUNTER","USER-2435","5314682632"
"ALEXANDER CALEB","USER-2436","8898627563"
"KRAUS DR. FREIDERIC","USER-2437","1755434787"
"MARRS(-PAYNE) PHOEB","USER-2438","8154439911"
"SLUJ","USER-2439","7406998898"
"MEACHUM WARD","USER-2440","7937913852"
"WARRIOR WOMANJULIA ","USER-2441","0723755747"
"SANDSTORM","USER-2442","3049211584"
"TORG","USER-2443","4137506938"
"STARSHINELANDRA","USER-2444","3022830254"
"TERMINATOR","USER-2445","7985196917"
"TUMBLERJOHN ROBERT ","USER-2446","3978073896"
"BOND","USER-2447","4170194072"
"CANDRA","USER-2448","1830892424"
"KARIMA","USER-2449","2971458122"
"JAMIL","USER-2450","1257000368"
"MOUNTJOY","USER-2451","3827907164"
"BANTAM","USER-2452","8561117266"
"TERRORLASLO PEVELY","USER-2453","6028469015"
"BLAZING SKULLMARK T","USER-2454","5679310673"
"YMIR","USER-2455","8982359551"
"WOLVERINE | MUTANT X","USER-2456","7856500155"
"GAMBIT | MUTANT X-VE","USER-2457","3051261572"
"SABRETOOTH | MUTANT ","USER-2458","7302875951"
"WILD CHILD | MUTANT ","USER-2459","8370550298"
"GREY JEAN | MUTANT ","USER-2460","1617289282"
"ICE-MAN | MUTANT X-V","USER-2461","6958745232"
"YASHIDA MARIKO | MU","USER-2462","6156579241"
"BRUTE | MUTANT X-VER","USER-2463","3974988013"
"CAPTAIN AMERICA | MU","USER-2464","7157412552"
"BLOODSTORM | MUTANT ","USER-2465","2753158993"
"HUDSON JAMES | MUTA","USER-2466","8333977770"
"EL TORO ROJO","USER-2467","2970991173"
"DOMO","USER-2468","0994306830"
"EL VAMPIRO","USER-2469","5622584416"
"MERCURY","USER-2470","3252078929"
"DAMIAN MARGO","USER-2471","6165939751"
"KARKAS [DEVIANT]","USER-2472","5726132194"
"AJAKTECUMOTZIN [ETE","USER-2473","7778015354"
"ATHENA [GREEK GOD]","USER-2474","8017098969"
"AGINAR","USER-2475","3120877236"
"FAMINE | MUTANT X-VE","USER-2476","3897518662"
"ELEKTRA | MUTANT X-V","USER-2477","9637266798"
"MAGNETO | MUTANT X-V","USER-2478","0633144978"
"APOCALYPSE | MUTANT ","USER-2479","5243374802"
"WARABRAHAM LINCOLN ","USER-2480","7285000932"
"FALLEN | MUTANT X-VE","USER-2481","4899867237"
"PESTILENCE | MUTANT ","USER-2482","3759824906"
"SUMMERS SCOTT III |","USER-2483","1384658673"
"MR. SINISTER | MUTAN","USER-2484","0325730266"
"PROFESSOR X | MUTANT","USER-2485","8666222987"
"X-MAN | MUTANT X-VER","USER-2486","6742844374"
"RAVEN | MUTANT X-VER","USER-2487","3361562603"
"DRACULA | MUTANT X-V","USER-2488","4221668082"
"HUSKPAIGE GUTHRIE |","USER-2489","8394123009"
"CEREBRO | MUTANT-X V","USER-2490","9200764536"
"GYRICH HENRY PETER ","USER-2491","8982141633"
"CANNONBALLSAM GUTHR","USER-2492","8261123375"
"DAGGERTANDY BOWEN |","USER-2493","9991059261"
"HAVOK | MUTANT X-VER","USER-2494","8687752599"
"OBREEN GLORIANNA","USER-2495","7069640982"
"RAZOR WIRE","USER-2496","4167557062"
"LIGHTNING FIST","USER-2497","0324615856"
"MS. FORTUNE","USER-2498","2129813850"
"OGRE II","USER-2499","1814988014"
"MASTER MONARCH","USER-2500","1915838804"
"MARTS MR.","USER-2501","9099402143"
"SQUIDDONNY CALLAHAN","USER-2502","6905188450"
"YELLOW CLAWTZING JA","USER-2503","8615093817"
"IVORY","USER-2504","8917456275"
"BATTERY","USER-2505","1659535879"
"KNOCKABOUT","USER-2506","4109172739"
"PSI-BORG","USER-2507","3709626196"
"VIOLENCE","USER-2508","2770256500"
"SMOKESCREAM","USER-2509","9973278427"
"OVERRIDER","USER-2510","3767912921"
"ASSAULT","USER-2511","7123208657"
"ANGAR THE SCREAMERD","USER-2512","4798527793"
"HARDERMAN QUENTIN","USER-2513","5264368899"
"JEKUAKKEKT","USER-2514","9308851782"
"TIKUAK","USER-2515","5828168963"
"KEKA AKELUAK","USER-2516","3785658050"
"JIKEKT","USER-2517","1113844047"
"LKLEKKTAK","USER-2518","1700846004"
"FLATMAN","USER-2519","0958709432"
"SIMMONS RANDALL","USER-2520","0528224963"
"MR. IMMORTAL","USER-2521","3603566256"
"TANNER ARCHIE","USER-2522","1285288673"
"HANRAHY JIM","USER-2523","6660283003"
"DOORMAN","USER-2524","7272676511"
"BIG BERTHAASHLEY CR","USER-2525","4772961614"
"DINAH-SOAR","USER-2526","2583240156"
"DIRKSON GUS","USER-2527","5975047012"
"JOSTEN CARL","USER-2528","8904606840"
"WING PROFESSOR","USER-2529","4391630649"
"RAND HEATHER DUNCAN","USER-2530","4447702428"
"STEEL SERPENT","USER-2531","8724670031"
"BLIND ALALTHEA","USER-2532","3341030400"
"WEASELJACK HAMMER","USER-2533","9478259148"
"DEUCE","USER-2534","7814901843"
"EXPEDITER IIZOE CUL","USER-2535","5935264999"
"LEQUARRE GERRY","USER-2536","4657343576"
"T-RAYWADE WILSON","USER-2537","6631384164"
"MONTGOMERY","USER-2538","9766030979"
"DUBOIS NOAH","USER-2539","2484844878"
"OVERBOSS DIXON","USER-2540","5509016425"
"AJAX II","USER-2541","6974673149"
"PATCH II","USER-2542","9653618123"
"TENG NIKKI","USER-2543","1245992919"
"FENWAY","USER-2544","1158496570"
"C.F.","USER-2545","2676904074"
"BRUKNER ILANEY","USER-2546","9453708798"
"FORRESTER CAPT. ALE","USER-2547","7185523648"
"PELTINO LT.","USER-2548","1643733163"
"MODAM","USER-2549","9122473963"
"BRANNEX ALLESSANDRO","USER-2550","1609729780"
"FARREL MIKE","USER-2551","4281844640"
"BARTLETT STU","USER-2552","1649046938"
"KAPPELBAUM MRS.","USER-2553","2058513820"
"WIDOW-MAKER","USER-2554","1590139289"
"PECOS BILL","USER-2555","5687205660"
"UNCLE SAM","USER-2556","2922328602"
"FATHER TIME","USER-2557","2234611907"
"JOHNNY APPLESEEDJON","USER-2558","6174183670"
"HENRY JOHN","USER-2559","3701243233"
"BUNYAN PAUL","USER-2560","4959997445"
"VISE","USER-2561","3976508147"
"SCANLON COMMANDER","USER-2562","5145242121"
"THAKOS","USER-2563","1732076392"
"BLACK KNIGHT IVPROF","USER-2564","9653031996"
"MOLTO","USER-2565","4384481182"
"BASALLOLAVA MEN KIN","USER-2566","0036599353"
"JINKU","USER-2567","8442615758"
"IRON MAN ARMOR","USER-2568","1362911180"
"SIROCCO","USER-2569","2355881952"
"AMINEDI","USER-2570","1091811163"
"BLACK RAAZER","USER-2571","1752326438"
"VEIL","USER-2572","8123305513"
"MANN DR. J. VERNON ","USER-2573","5401750602"
"TEMPEST IINICOLETTE","USER-2574","2139933555"
"INFERNO IIISAMANTHA","USER-2575","0874568533"
"DECAY IIYOSHIRO HAC","USER-2576","8202662312"
"BUCHANAN SAM","USER-2577","6180074866"
"HASTINGS PROF. LOUI","USER-2578","6279917700"
"MONTESI VICTORIA","USER-2579","2420137388"
"MADAME MASQUE V","USER-2580","3236722317"
"CHOD","USER-2581","1289355266"
"THING DOPPELGANGER","USER-2582","1933191120"
"VISION DOPPELGANGER","USER-2583","0614537062"
"BEAST DOPPELGANGER","USER-2584","2409259822"
"POLARIS DOPPELGANGER","USER-2585","3252034016"
"HUMAN TORCH DOPPELGA","USER-2586","2315250883"
"SILHOUETTE","USER-2587","0999197960"
"HULK DOPPELGANGER","USER-2588","7891911444"
"STRONG GUY DOPPELGAN","USER-2589","4905427887"
"CYCLOPS DOPPELGANGER","USER-2590","5643901816"
"KARNAK DOPPELGANGER","USER-2591","0283034842"
"PROFESSOR X DOPPELGA","USER-2592","0259671288"
"BLACK KNIGHT IV DOPP","USER-2593","1820310147"
"IRON MAN DOPPELGANGE","USER-2594","0813141541"
"QUASAR DOPPELGANGER","USER-2595","3150827474"
"PUCK DOPPELGANGER","USER-2596","7706996913"
"BLACK WIDOW DOPPELGA","USER-2597","3060211898"
"TRITON DOPPELGANGER","USER-2598","3476869873"
"SHE-HULK DOPPELGANGE","USER-2599","8787880543"
"WOLFSBANE DOPPELGANG","USER-2600","5924347789"
"NOVA DOPPELGANGER","USER-2601","3918699360"
"SPEEDBALL DOPPELGANG","USER-2602","3511820898"
"MR. FANTASTIC DOPPEL","USER-2603","6615824398"
"DAREDEVIL DOPPELGANG","USER-2604","5662561863"
"HERCULES DOPPELGANGE","USER-2605","8628612409"
"WOLVERINE DOPPELGANG","USER-2606","7814493449"
"HAWKEYE DOPPELGANGER","USER-2607","0034161980"
"DARKHAWK DOPPELGANGE","USER-2608","6497127184"
"BLACK KNIGHT V DOPPE","USER-2609","0406078708"
"NAMORITA DOPPELGANGE","USER-2610","8909547427"
"QUICKSILVER DOPPELGA","USER-2611","3271572806"
"NORTHSTAR DOPPELGANG","USER-2612","2994367866"
"BEAST DOPPELGANGER I","USER-2613","3378738977"
"USAGENT DOPPELGANGER","USER-2614","3299699573"
"MULTIPLE MAN DOPPELG","USER-2615","2007398155"
"SPIDER-WOMAN DOPPELG","USER-2616","2647277389"
"GAMBIT DOPPELGANGER","USER-2617","4397352795"
"PUCK DOPPELGANGER II","USER-2618","6970163373"
"FIRESTAR DOPPELGANGE","USER-2619","5650499583"
"THING DOPPELGANGER I","USER-2620","7887250804"
"ROGUE DOPPELGANGER","USER-2621","5655106741"
"ICEMAN DOPPELGANGER","USER-2622","8164901444"
"SILVER SURFER DOPPEL","USER-2623","7966688385"
"VISION DOPPELGANGER ","USER-2624","8515531466"
"DRAX DOPPELGANGER","USER-2625","7734053137"
"TOMAZOOMA II","USER-2626","1188737076"
"WINGFOOT WYATT II","USER-2627","9042639546"
"KURSEALGRIM [ASGARD","USER-2628","5678640330"
"PENTIGAAR","USER-2629","5527233003"
"OLSON MRS.","USER-2630","1045514621"
"DESIGNATETARENE","USER-2631","4194035672"
"NULLITRON","USER-2632","7919825714"
"NEFFETHESK","USER-2633","2074871546"
"TOOTHGNASHER","USER-2634","4966587672"
"TOOTHGRINDER","USER-2635","6336377565"
"RYAN THOMAS","USER-2636","7084266415"
"HESCAMARMARNOT [ASG","USER-2637","8963107773"
"CYRA [ASGARDIAN]","USER-2638","3577662956"
"STEVENS MILO","USER-2639","1452336507"
"STONE TIBERIUS","USER-2640","4988596059"
"DONOHUE TREVOR","USER-2641","6779916268"
"WALDERS BEATRICE","USER-2642","5256868682"
"WONG CHU","USER-2643","0711427381"
"SUN-TAO","USER-2644","0956438801"
"HO YINSEN","USER-2645","1310959861"
"DR. POWERDR. MAXIMU","USER-2646","6252005273"
"POWER DR. MAX","USER-2647","2537953848"
"YRIK","USER-2648","8749931112"
"BYREL","USER-2649","0444146454"
"YELLOWJACKET IIIHEN","USER-2650","8634096216"
"MASTER KHANTYRONE K","USER-2651","3060641025"
"FENSTER RICHARD","USER-2652","5847695541"
"CYLLA","USER-2653","4587147955"
"MONSTROIDBALIOX7NH","USER-2654","3458094428"
"PERSEPHONE II","USER-2655","6339956826"
"GANYMEDE","USER-2656","5897383135"
"OLALLA","USER-2657","0100006228"
"SKYHAWKWINSTON BILL","USER-2658","8521637081"
"COVEY LAWRENCE K.","USER-2659","7218677263"
"NIKKINICHOLETTE GOL","USER-2660","1392353762"
"SALLA","USER-2661","4621130337"
"STARHAWKSTAKAR","USER-2662","7970311994"
"THOR IVDARGO","USER-2663","7888950609"
"MARTINEX","USER-2664","3824976725"
"STARHAWK IIALETA OG","USER-2665","8810666539"
"MAJOR VICTORYMAJ. V","USER-2666","3016130278"
"CHARLIE 27","USER-2667","5300626320"
"SCOURGE II","USER-2668","8876511958"
"RAZORFIST III","USER-2669","6418092192"
"QUANTUM","USER-2670","1070106419"
"ZZZAX","USER-2671","3442498007"
"CAT KING","USER-2672","5260991332"
"MASTER PANDEMONIUMM","USER-2673","2518931376"
"DOMINUS II","USER-2674","8475285668"
"XEMU","USER-2675","6343849571"
"VALERIA","USER-2676","7410353843"
"PHINEAS","USER-2677","4436685273"
"MAHKIZMO","USER-2678","8428308431"
"JONES JANIS","USER-2679","6897643095"
"WILD MANALEX WILDMA","USER-2680","4356371402"
"TALBOT MAJ. MATT","USER-2681","0558865565"
"IRON MAN VTEEN TONY","USER-2682","2270500680"
"HINKLEY","USER-2683","5576874151"
"HEADGEAR","USER-2684","2152541470"
"DIETZ SUSAN","USER-2685","6134090353"
"MUTO JUNZO","USER-2686","5112442981"
"HIROMITSU","USER-2687","3447721571"
"GAEA","USER-2688","5093144885"
"FLYING DUTCHMAN","USER-2689","1740023290"
"BLACK KNIGHT IIIEOB","USER-2690","0051348148"
"SAHREED","USER-2691","2173512688"
"LEVIATHAN VI","USER-2692","9721968877"
"SHANZAR","USER-2693","8955332644"
"NEPTUNE [OLYMPIAN]","USER-2694","8742941566"
